,Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Body
354628,12680020,1120574.0,2012-10-01T19:48:47Z,,-1,While Statement and Divs,"<p>I am trying to get the code below to loop using a while statement. The problem I am having is getting the divs to worth with in the PHP. Any ideas on how I can make this happen? My database consists of a columns called month, day, description, and location.     </p>

<pre><code>&lt;div class=""events-module""&gt;

&lt;?php
$con = mysql_connect(""localhost"",""username"",""password"");
if (!$con)
  {
  die('Could not connect: ' . mysql_error());
  }

mysql_select_db(""sandbox"", $con);


$result = mysql_query(""SELECT * FROM events""); ?&gt;

&lt;?php while($row = mysql_fetch_array($result)) ?&gt;

&lt;div class=""date""&gt;
&lt;div id=""month""&gt;&lt;h4&gt;&lt;?php echo $row['month']; ?&gt;&lt;/h4&gt;&lt;/div&gt;
&lt;div id=""day""&gt;&lt;h3&gt;&lt;?php echo $row['day']; ?&gt;&lt;/h3&gt;&lt;/div&gt;
&lt;/div&gt;

&lt;div class=""event""&gt;
&lt;div id=""description""&gt;&lt;p&gt;&lt;?php echo $row['description']; ?&gt;&lt;/p&gt;&lt;/div&gt;
&lt;div id=""location""&gt;&lt;p&gt;&lt;b&gt;&lt;?php echo $row['location']; ?&gt;&lt;/b&gt;&lt;/p&gt;&lt;/div&gt;
&lt;/div&gt;

&lt;?php endwhile;

 mysql_close($con);

 ?&gt;

&lt;/div&gt;
</code></pre>
"
1083987,35399300,879515.0,2016-02-14T23:26:42Z,,0,How to let user select which arg to print,"<p>As a way to learn python, I am building  Yahtzee.py. </p>

<p>After the first roll, I would like the user to decide what to keep or what to reroll (up to 3 times). </p>

<p>So as to avoid writing a code for every scenario how can I allow user to select which dice to reroll. ie( keep die 1 or  keep dice 2, 3,5)</p>

<p>Here is the code I have so far:</p>

<pre><code>    import random

rollCount=1
roll1 = random.randint(1,6)
roll2 = random.randint(1,6)
roll3 = random.randint(1,6)
roll4 = random.randint(1,6)
roll5 = random.randint(1,6)

def rollAll():
    roll1
    roll2
    roll3
    roll4
    roll5



def printAll():
    print(""roll 1:"",roll1,""\nroll 2:"",roll2,""\nroll 3:"",roll3,""\nroll 4:"",roll4,""\nroll 5:"",roll5)

def printRoll():

print(""press any key to roll dice"")
input()
str(printAll())
print(""Would you like to roll again?\nroll all, roll 1, roll 2 , roll 3, roll 4 , roll 5"")
rollAgain = input()
if rollAgain== ""roll all"":
    rollCount=2
    rollAll()
    str(printAll())
</code></pre>
"
1164297,37553090,4704661.0,2016-05-31T18:27:45Z,,0,From eclipse to phonegap - signing android phonegap app,"<p>I have developed an app i eclipse, signed it and uploaded it to google play. I still have the keystore on my computer. </p>

<p>Now i have turned my fate to phonegap and HTML development. And my eclipse Android app need to be replaced on google play. </p>

<p>My challenge is now when i use: </p>

<p>$ keytool -genkey -v -keystore my-release-key.keystore
-alias alias_name -keyalg RSA -keysize 2048 -validity 10000</p>

<p>and upload this to build.phonegap.com it works fine. But when i upload it to google play it says that the fingerprint do not match. </p>

<p>What am i doing wrong? I use the same keystore, the right alias and password. When i am using -genkey and filling out the first name and last name, city etc. i do not remember the original details. Is that the problem, do i have to be 100% correct in these details? is it important?</p>

<p>When i am signing with eclipse and upload to google play it works fine.</p>
"
540347,18736300,2767795.0,2013-09-11T08:33:12Z,,6,Android: Change color of line below ActionBar,"<p>I want to change the color of the orange line below the ActionBar.</p>

<p><img src=""http://i.stack.imgur.com/4oPbp.png"" alt=""http://s14.directupload.net/images/130911/3suejbj2.png""></p>

<p>I've tried a few things but nothing has helped so far.</p>

<p>The current theme on my Galaxy S2 is an orange theme.
So changing the theme, also changes the line.
But I donÂ´t know how to get access to that line, in order to change the color.</p>
"
1238244,39520930,6837144.0,2016-09-15T21:55:29Z,,0,proper async/await code node js,"<p>Im learning nodejs through building an API, this the registration part.</p>

<p>After trying all existing methods to write async code, i've come to this result. Is this the proper way to do it?</p>

<p>I first thought await/async replace Promise... Do they?</p>

<p>Do I really need to return Promises that way on my 2 functions?</p>

<p>Do I call them that way before returning the result?</p>

<pre><code>import * as db from '../../db';

const addToDatabase = (req) =&gt; {
    return new Promise((res, rej) =&gt; {

        db.get().collection('users').insertOne({
            req.body
        }, (err) =&gt; {
            if (err) {
                rej('Unable to insert to database on registration');
            }
            else {
                res();
            }
        });
    });
};

const checkDuplicate = (req) =&gt; {
    return new Promise( async (res, rej) =&gt; {
        let collection = await db.get().collection('users');

        collection.find(/* query */).toArray( (err, docs) =&gt; {
            if (err) {
                rej('Unable to check database.');
            }
            else {
                if (docs.length) {
                    rej('Email/login already used');
                }
                else {
                    res();
                }
            }
        });
    });
};

const register = async (req, res) =&gt; {
    try {
        await checkDuplicate(req);
        await addToDatabase(req);
        return res.send({success: true, msg: 'Successful registration'});
    } catch(err) {
        return res.send({success: false, error: err});
    }
};

export default register;
</code></pre>

<p>I appreciate your help!</p>
"
1137093,36824990,3425503.0,2016-04-24T15:16:09Z,,2,Read from a file line by line block by block in C,"<p>I need to read 4000 lines from a file, do some manipulations with them, then read next 4000 lines, do some manipulations with them, then read next 4000 lines and so on till the end of some BIG file. How to do this correctly?</p>

<p>Here is my basic code which is just reading all lines but not block by block from a file:</p>

<pre><code>#include &lt;stdio.h&gt;
#include &lt;string.h&gt;

#define bufSize 1024

int main(int argc, char *argv[])
{
    FILE* fp;
    char buf[bufSize];
    if (argc != 2)
    {
        fprintf(stderr, ""Usage: %s &lt;soure-file&gt;\n"", argv[0]);
        return 1;
    }
    if ((fp = fopen(argv[1], ""r"")) == NULL)
    { /* Open source file. */
        perror(""fopen source-file"");
        return 1;
    }

    while (fgets(buf, sizeof(buf), fp) != NULL)
    {
        buf[strlen(buf) - 1] = '\0'; /* eat the newline fgets() stores */
        printf(""%s\n"", buf);
    }
    fclose(fp);
    return 0;
}
</code></pre>
"
88030,3765940,95272.0,2010-09-22T02:36:47Z,,1,Parsing text using Ruby,"<p>I have the following text which will always follow the same format:</p>

<pre><code> 1
 ""13""
 ""241""
 ""Rabun""
 ""06""
 ""County""

 2
 ""13""
 ""281""
 ""Towns""
 ""06""
 ""County""
</code></pre>

<p>I would like to assign each section to a hash like:</p>

<pre><code>locality= {:id =&gt; """", :fips1 =&gt; """", :fips2 =&gt; """", :county =&gt; """", :stateid =&gt; """", :type =&gt; """"}
</code></pre>

<p>How would I go about doing this in Ruby? Any help is greatly appreciated.</p>
"
158883,6228550,140750.0,2011-06-03T14:42:32Z,,6,Should change to code be committed separately from corresonding change to test suite?,"<p>Should a code change and the corresponding change to the test suite be made in one commit, or split into two?  Consider the case of a bug fix which causes a small change in the expected output, forcing a minor change in the test suite.  It is extremely convenient to have both changes in the same commit, since it makes it obvious to the reviewer exactly what is changed in the output.  On the other hand,  sometimes you might just want to view the diffs to the source, or the diffs to the expected output and it is much easier to do that if the commits are separate.  Also, the two things are logically distinct so it makes sense to make distinct commits.</p>

<p>I would love to be able to make two distinct commits, but somehow have the two commits linked together in some way (so that I can cherry-pick, revert, etc. both commits as an atomic unit).
Also, if two distinct commits are made, then the test suite will fail on the first commit (unless a third commit is introduced to relax the test suite), making future bisects a pain.   The issue of future bisects failing generally encourages me to make a single commit, but commits should be logically distinct units and a commit to code is logically distinct from a commit to the expected output in the test suite.</p>

<p>Is there a way to make two distinct commits and not have to bend over backwards to prevent bisect from failing on one of them?  (eg, having to explicitly mention commits to skip)</p>
"
1182611,38039810,3669709.0,2016-06-26T15:02:41Z,,0,Sort by metavalue does not work in Wordpress WP_User_Query Pagination,"<p>I have create a custom usermeta field named ""designation"" and i want to sort user list by designation then i added a select option form in my template file the code is given below its working fine but when i <strong>goto page no.2</strong> it does not work to sort. This is the <a href=""http://pronetworker.com/subscriber_list.zip"" rel=""nofollow"">link</a> of my template file Please guide me</p>

<pre><code>&lt;form action="""" method=""post"" &gt;
                    &lt;select name=""designation"" onchange=""if(this.value != 0) { this.form.submit(); }""&gt;
                    &lt;option&gt;Select Category&lt;/option&gt;
                        &lt;?php
                        $args = array( 
                        'role' =&gt; 'subscriber',
                        'meta_key' =&gt; 'user_designation'
                        );

                        // The Query
                        $user_query = new WP_User_Query( $args );

                        // User Loop
                        if ( ! empty( $user_query-&gt;results ) ) {
                            foreach ( $user_query-&gt;results as $user ) {

                        ?&gt;  &lt;option value=""&lt;?php  echo  get_user_meta($user-&gt;ID, 'user_designation', true); ?&gt;"" &lt;?php if (isset($_POST['designation']) &amp;&amp; $_POST['designation']==""Web Developer"") echo ""selected""; ?&gt; &gt;&lt;?php echo  get_user_meta($user-&gt;ID, 'user_designation', true); ?&gt;&lt;/option&gt;&lt;?php       
                            }
                        } else {
                             ?&gt;&lt;option value=""0""&gt;No Category Found&lt;/option&gt;&lt;?php
                        }
                        ?&gt;


                        &lt;/select&gt;
                        &lt;/form&gt;
</code></pre>
"
336038,12071390,1249066.0,2012-08-22T10:45:34Z,,1,DB connection InfoMessage callback not firing immediately for stored proc print statements,"<p>I have several long running Sybase stored procedures with print statements that output progress messages. We've always executed these SPs using isql or manually through aseisql or sqladvantage (all sybase specific tools). These tools correctly display the print messages as soon as they are output by the SP as the SPs all contain ""set flushmessage on"". </p>

<p>I've written a C# console wrapper app which generically executes a procedure and transforms the results. However frustratingly I have been unable to capture the print messages and write them out to std out. This seems like it should be trivial and I'm amazed I cant turn up much on it on the internet.</p>

<p>I'm using an ODBC connection and am adding the necessary event handler to the InfoMessage callback hook. In my testing, this is getting called with the print statement messages - <em>however not in realtime as they are issued</em>. It doesn't seem to get called until a resultset is sent back to the client, then it is called once only with all messages. I've tried using a DataAdapter to fill a DataSet, using ExecuteNonQuery, ExecuteReader and so on and it doesn't seem to change the behaviour. I've also tried both the Sybase System 11 and Adaptive Server Enterprise ODBC drivers and no difference.</p>

<p>So my question is twofold:</p>

<p>1) firstly I'd like to understand exactly what is occuring here - I know the stored procedure is immediately sending the message to the database server but it's obviously being cached somewhere - either not read off the server by the ODBC driver or read and cached in the driver memory itself? - Normally I just think of the calling thread in my app blocking on a database call, but trying to think through what's really going on I guess the thread is busy within the driver code polling for results/messages and I don't know how that kind of works in with the callback function and when that is processed. Debugging in my app it seems to be called just before I get control back to process results.</p>

<p>2) Secondly, what I'd really like to know is whether there is any way to change the behaviour so the messages are sent back to the client immediately.</p>

<p>Any help would be greatly appreciated, but please refrain from ""why don't you do things XYZ way instead"" suggestions as I'm really after specific help solving and understanding this problem -I can think of many alternatives should the issue prove to be insurmountable.</p>

<p>Here's a little test-rig to illutsrate the code:</p>

<p>Stored proc:</p>

<pre><code>create procedure sp_test
as
begin
    set flushmessage on

    print ""Step 1""

    waitfor delay ""00:00:10""

    print ""Step 2""

    waitfor delay ""00:00:10""

    select 10 as ""number""  -- preferably put some sort of select from a table here

    print ""Final Step""

end
go
grant execute on sp_test to public
go
</code></pre>

<p>.NET Code snippet:</p>

<pre><code>using System.Collections.Generic;
using System.Data;
using System.Data.Odbc;
using System.Data.SqlClient;
using System.Linq;
using System.Text;

namespace ConsoleApplication1
{
class Program
{
    static void Main(string[] args)
    {
        using (var conn = new OdbcConnection(@""&lt;connection string here&gt;""))
        {
            conn.InfoMessage += OnInfoMessage;
            conn.Open();
            var command = new OdbcCommand(""sp_test"", conn);
            command.Timeout = 50000;  // i added this later syntax might be wrong
            var ds = new DataSet();
            var da = new OdbcDataAdapter(command);
            da.Fill(ds);
            Console.ReadKey();
        }
    }

    private static void OnInfoMessage(Object sender, OdbcInfoMessageEventArgs args)
    {
        foreach (OdbcError error in args.Errors)
        {
            Console.WriteLine(error.Message);
        }
    }
}
}
</code></pre>
"
664564,22746300,488499.0,2014-03-30T16:09:31Z,,0,Create Debain image to restore later,"<p>I have remote hosted server with debian os.</p>

<p>I need to some way create image of this so that I can restore it later if needed.</p>

<p>suggestions please.</p>
"
432725,15222360,404305.0,2013-03-05T11:14:52Z,,0,Add-in for Outlook in C# (Saving the Attachment and adding a url reference to the saved file path as attachment),"<p>I am using VS 2010 &amp; Dot Net Framework 2.0. I have created a project in Extensibility->Shared Add-ins for Outlook. 
I want to save a file (any file) in my Hard Disk ,deleting that attachment and adding the path of this file as attachment if user clicks on this file it should open that saved file in my HDD.
I am able to save a file , delete the attachment but i am not able to save path of the file as attachment
Here is the code written for saving and deleting</p>

<pre><code>                if (item is Outlook.MailItem)
                {
                    Outlook.MailItem mi = (Outlook.MailItem)item;
                    if (mi != null)
                    {                            
                        for (int i = 1; i &lt;= mi.Attachments.Count; i++)
                        {
                            string FilePath = @"""" + Settings.Default.browseFolderPath + @""\"" +
                                mi.Attachments[i].FileName;
                            mi.Attachments[i].SaveAsFile(FilePath);                                
                            mi.Attachments.Remove(i);                                
                            mi.Attachments.Add(creatingLinkToFile(FilePath), Type.Missing, i, Type.Missing);
                            mi.Save();
                        }                           
                    }
                } 


    private string creatingLinkToFile(string url)
    {
        string lnkPath =@""C:\shortcut.lnk"";
        WshShellClass shell = new WshShellClass();           
        IWshShortcut shortcut = (IWshShortcut)shell.CreateShortcut(lnkPath);
        shortcut.TargetPath = @"""" + url;
        shortcut.Description = ""Trial"";
        shortcut.Save();
        return lnkPath;
    }
</code></pre>

<p>Please can anybody give me and idea as i have used lnk file but that is not working the outlook. </p>
"
451561,15837630,2059625.0,2013-04-05T15:22:01Z,,1,"What is wrong with Map<Object, Collection<Object>>?","<p>I'm trying to build a data structure in Java where I'll be inserting about 200,000 Keys of strings each with ""an average"" of 1000 Integers <code>Map&lt;String, Arraylist&lt;Integer&gt;&gt;</code>. The map will eventually have around 200 millions of values.</p>

<p>The problem is that While inserting, I have to first check if the key is existed in the map, if true, get all values stored in a temp collection then add the new integer to the collection and put them back to map, or instantiate a new collection with a new integer.</p>

<p>This is so slow when I get to the point where a collection contains around 50000 integers. I usually got a java out of heap space error.</p>

<p>Is there a way to get rid of the get process? where I only check for the key existence and then immediately add the value to the existed collection, something like posh to a stack, especially that the map is in the memory, or is it what makes the difference between Java and C++, where in C++ I can benefit from using pointers?</p>

<p>Keeping the fact that I dont prefer to increase the size of the map by using things like multimaps, as the structure seems almost straightforward.</p>

<p>Many thanks in advance.</p>
"
324649,11700850,641235.0,2012-07-28T12:03:36Z,,3,How can I initialize MPI in a function?,"<p>I want to use multi-processes in a function and how can I make it.</p>

<p>As you know, MPI_Init needs two parameter: ""int argc, char **argv"". Does it mean that I must add these two parameters in the function definition?</p>

<p>My requirement is that I want to parallelize a step in function in stead of the step in main program. </p>

<p>For example, </p>

<pre><code>func(mat &amp;A, vec &amp;x) {
  some computation on A;
  auto B = sub_mat(A, 0, 10);
  B*x; // I want to parallelize this computation
}
main(){
  mat A;
  vec x;
  func(A, x);
}
</code></pre>

<p>I just want to use MPI in B*x, but I don't know how to init MPI? By the way, if I can init MPI int func, does A exist in every processes at this time?</p>

<p>Help me &amp; thanks!</p>
"
264587,9764170,866659.0,2012-03-19T02:10:24Z,,1,Create the menu and sub menu using jquery,"<p>What I want is to loop the data from database and create the menu, if each content of the menu
have the sub menu, then it will show the sub menu as :</p>

<pre><code>&lt;ul&gt;
&lt;li&gt;test1&lt;/li&gt;
&lt;li&gt;test2&lt;/li&gt;
&lt;li&gt;test3
    &lt;ul&gt;
       &lt;li&gt;sub menu1&lt;/li&gt;
       &lt;li&gt;sub menu2&lt;/li&gt;
    &lt;/ul&gt;
&lt;/li&gt;
&lt;/ul&gt;
</code></pre>

<p>I create the menu with the Jquery as below :</p>

<pre><code>$(document).ready(function () {
 $.getJSON(url, function (data) {
    $.each(data, function (index, dataOption) {
        $(""#navmenu-v"").append(""&lt;li id='testList'&gt;
            &lt;a href='javascript:void(0);' id='"" + dataOption.ID + ""'&gt;"" +
                    dataOption.Name + ""&lt;/a&gt;"");
            if (dataOption.NumCat &gt; 0) { //NumCat is the amount of sub menu
              $(""#testList"").append(""&lt;ul&gt;&lt;li&gt;&lt;a&gt;Testing cate&lt;/a&gt;&lt;/li&gt;&lt;/ul&gt;"");
            }
        $(""#navmenu-v"").append(""&lt;/li&gt;"");
    });
  });
  });

  &lt;div id=""content""&gt;
     &lt;ul id='navmenu-v'&gt;

     &lt;/ul&gt;
   &lt;/div&gt;
</code></pre>

<p>But the ""Testing cate"" shows only in the first list of the menu. </p>

<p>Could anyone tell me how to do that please. Thanks so much.</p>
"
858118,28805230,2423419.0,2015-03-02T08:17:38Z,,1,"Java/MySQL timestamp difference, possible time zone issues?","<p>I am writing a method to determine if a mysql table has been modified since I last looked at it, to keep from having to load it again unless necessary. I have been able to get the last modified time and compare it to my current time, but unfortunately the sql server is located 3 hours ahead of me, and it causes issues. Please see the code below. Thank you.</p>

<pre><code>private Boolean needsToBeRefreshed(Connection conn, String ID) {
    try {
        Statement sta3 = conn.createStatement();
        ResultSet rs =
            sta3.executeQuery(""show table status from "" + database + "" like '"" + ID + ""'"");
        rs.next();
        Date lastmod = rs.getTimestamp(""Update_time"");
        System.out.println(""SQL "" + lastmod);
        sta3 = conn.createStatement();
        Calendar calGMT = Calendar.getInstance(TimeZone.getTimeZone(""GMT""));
        Date now = calGMT.getTime();
        System.out.println(""ID: "" + ID);
        System.out.println(""Last refreshed: "" + lastModifiedMap.get(ID) + "" Last modified: "" + lastmod);
        if (lastModifiedMap.get(ID) == null || lastmod.after(lastModifiedMap.get(ID))) {
            System.out.println(now);
            lastModifiedMap.put(ID,now);
            System.out.println(""Accepted"");
            return true;
        }
    } catch (SQLException e) {
        e.printStackTrace();
        System.out.println(""SQL exception"");
        System.out.println(""Accepted"");
        return true;
    }
    System.out.println(""Rejected"");
    return false;
}
</code></pre>

<p>}</p>

<p>That yields the following output:</p>

<pre><code>SQL 2015-03-02 02:57:57.0
ID: Testunits
Last refreshed: null Last modified: 2015-03-02 02:57:57.0
Mon Mar 02 00:11:55 PST 2015
Accepted
</code></pre>

<p>Then on a second run-through:</p>

<pre><code>SQL 2015-03-02 02:57:57.0
ID: Testunits
Last refreshed: Mon Mar 02 00:11:55 PST 2015 Last modified: 2015-03-02 02:57:57.0
Mon Mar 02 00:12:43 PST 2015
Accepted
</code></pre>

<p>I have been scouring the web and recognize that the Date class is not dependent on time-zones... I feel like this is a result of the SQL server being set to a different time zone and java not knowing it. So my question may be as simple as how do I get the time zone of the sql server and apply it to the date. Or if the SQL server has a non time-zone specific timestamp for last modified...</p>

<p>Any help would be appreciated. Thanks!</p>

<p>Edit:</p>

<p>After comments I have changed my code to create my ""now"" time as a Calendar and have changed the output to display the time values. See edit above for new initialization. New output is below:</p>

<pre><code>SQL 2015-03-02 02:57:58.0
ID: Testunits
Last refreshed: 1425286285712 Last modified: 1425293878000
Mon Mar 02 00:51:30 PST 2015
Accepted
</code></pre>

<p>As far as I can tell, my ""now"" time has to be correct, independent of time zones, but the time returned by the sql server is still several hours ahead.</p>

<p>How can I compensate for this?</p>

<p>Edit 2:</p>

<p>Figured it out! The answer did end up helping me. Thank you.</p>

<pre><code>private Boolean checkLastModified(Connection conn, String ID) {
    try {
        Statement sta3 = conn.createStatement();
        ResultSet rs =
            sta3.executeQuery(""show table status from "" + database + "" like '"" + ID + ""'"");
        rs.next();
        DateFormat dateFormat = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss"");
        dateFormat.setTimeZone(TimeZone.getTimeZone(""EST""));
        Date lastmod = dateFormat.parse(rs.getString(""Update_time""));
        sta3 = conn.createStatement();
        Calendar calGMT = Calendar.getInstance(TimeZone.getTimeZone(""GMT""));
        Date now = calGMT.getTime();
        if (lastModifiedMap.get(ID) == null || lastmod.after(lastModifiedMap.get(ID))) {
            System.out.println(now);
            lastModifiedMap.put(ID,now);
            return true;
        }

    } catch (SQLException e) {
        System.out.println(""SQL exception"");
        return true;
    } catch (ParseException e) {
        System.out.println(""Parse exception"");
        return true;
    }
    return false;
}
}
</code></pre>
"
315115,11397030,1512193.0,2012-07-09T14:24:17Z,,3,Git remote: error- 'remote:error: unable to unlink old 'filename_here' (permission denied)' after git push,"<p>For about 2 weeks now whenever I did a git push I would get about 200 errors reading this- remote:error: unable to unlink old 'wp-plugins/foobar.php' (Permission denied). But I could still push files to the server- just not any files in the wp-plugins directory.</p>

<p>Today after doing some research into the permission denied error I ran this command: git reset --hard master (from <a href=""https://github.com/mxcl/homebrew/issues/2906"" rel=""nofollow"">https://github.com/mxcl/homebrew/issues/2906</a>)</p>

<p>Now every file in my Wordpress directory gives me the remote:error: unable to unlink old 'directory/filename.php' (Permission denied) error (about 2000 of them)! The push seems to go through properly, but when I check the file I tried to push, the local file is changed, but the remote file is still unchanged.</p>

<p>If it is not painfully obvious by now, I am fairly new to Git. Please help. I have to use Git for my new job. As a freelancer I did not need version control, but now this is the only tool I have to update the website, and I can't, and I'm worried.</p>
"
932551,31072480,2718588.0,2015-06-26T11:50:31Z,,0,Objective-c timeIntervalSince1970 return 0,"<pre><code>NSUInteger currentTime = [[NSDate date] timeIntervalSince1970];
</code></pre>

<p>Here current time is 0.
Can you tell me reason for this?</p>
"
522815,18157470,2668414.0,2013-08-10T00:29:08Z,,3,Looping through users with Instagram API requests is REALLY slow,"<p>I'm trying to loop through a list of user IDs to check the relationship status on a user.
This (limiting the loop to 20) takes long enough to get the ""fatal PHP couldn't process in 30 secs error"".
...and I would LIKE to do quite a bit more than 20 repetitions.</p>

<p>Is there a way to make ""batch"" requests? Sending IG a list of ALL user IDs I want to check in one swoop?</p>

<p>Here's my current snippet:</p>

<pre><code>&lt;?php 
$i = 0;
foreach(get_user_meta($user_id, 'followed_users', false) as $followed){
        if($i &lt; 20){
                        //Makes sure it's a real Insta user ID
            if(strlen($followed) &gt; 2){
            $relationshipInfo = $instagram-&gt;getUserRelationship($followed);
            $relationship = $relationshipInfo-&gt;data-&gt;outgoing_status;
                if( $relationship == 'none' ){
                    //BAN THEM
                    update_user_meta($user_id, 'is_banned', 1);
                    if(!is_page('banned') &amp;&amp; (get_user_meta($user_id, 'is_banned', true) == 1)){    
                        //REDIRECT TO 'BANNED' PAGE             
                        $redirect = get_bloginfo(""url"").'/banned/';
                        wp_redirect( $redirect );
                        exit;
                    }
                } else {
                    //DON'T BAN
                    update_user_meta($user_id, 'is_banned', 0);
                }
            }
        }
        $i++;
    }
?&gt;
</code></pre>

<p>I do just want to note: I know I could store a list of all users $current_user follows and check with foreach and inarray to find out if $current_user unfollowed anyone (as the list of users $current_user followed through my site is stored to the database) except I'm having trouble getting the FULL list of users $current_user follows... so solving that would also, in effect, solve my dilemma.</p>

<p>EDIT: Although I still would like to know about a faster looping method, somehow, getting (almost) an accurate number of users $current_user is following seems to have started working... (???)...</p>

<p>For anyone else trying to do something along the same lines as I, perhaps this code can point you in the right direction until someone answers the original.</p>

<pre><code>$insta_id = get_user_meta($current_user-&gt;ID, 'instagram_id', true);
$fObject = $instagram-&gt;getUserFollows($insta_id, -1);
$fUsers = $fObject-&gt;data;
//generate array of users currently followed
$fArray = array();
foreach ($fUsers as $fUser) {
    $fArray[] = $fUser-&gt;id;
}
//list of people followed through insta-hashtag
$wasFolloweds = get_user_meta($current_user-&gt;ID, 'followed_users', false);
foreach ($wasFolloweds as $wasF) {
    //check if they unfollowed
    if(strlen($wasF) &gt; 2){
        if(!in_array($wasF, $fArray)){
            $userinfo = $instagram-&gt;getUserRelationship($wasF);
            if(!$userinfo-&gt;meta-&gt;error_type == 'APINotAllowedError'){ 
                //BAN THEM
                update_user_meta($user_id, 'is_banned', 1);
                if(!is_page('banned') &amp;&amp; (get_user_meta($current_user-&gt;ID, 'is_banned', true) == 1)){   
                    //REDIRECT TO 'BANNED' PAGE             
                    $redirect = get_bloginfo(""url"").'/banned/';
                    wp_redirect( $redirect );
                    exit;
                }  
            } else {
                //DON'T BAN
                update_user_meta($user_id, 'is_banned', 0);
            }
        } else {
                //DON'T BAN
                update_user_meta($user_id, 'is_banned', 0);
        }
    }
}
</code></pre>
"
169281,6586040,293956.0,2011-07-05T16:45:42Z,,8,django how to get the 0th item from a possibly empty list,"<p>I have a simple blog app with the model ""Post"". If I delete all the entries in the Post model I get an error when I try reference the first item in the post list ordered by date, which I did like this:</p>

<pre><code>latest_post = Post.objects.order_by('-date_created')[0]
</code></pre>

<p>The error is: IndexError: list index out of range</p>

<p>As a fix, I now get the item like this:</p>

<pre><code>all_posts = Post.objects.order_by('-date_created')
latest_post = ()
if (all_posts):
  latest_post = all_posts[0]
</code></pre>

<p>This works if there are no items in my model ""Post"", and no exception is thrown.
However to me this seems like too much code to do something fairly simple. I assume there is a better way to do this using the django QuerySet API, but can't find anything in the documentation.</p>

<p>Any ideas?</p>

<p>EDIT: Strangely, this throws no error when there are no items in the Post model:</p>

<pre><code>latest_post_list = Post.objects.all().order_by('-date_created')[1:10]
</code></pre>
"
1177861,37915900,5629999.0,2016-06-20T06:31:25Z,,0,Add imageview and texview for each menu item in Navigation Drawer,"<p>I want to add an imageview and texview in each item of navigation drawer (like a cart image(Imageview) and items added in cart(Textview)) </p>

<p><a href=""http://i.stack.imgur.com/YIC0U.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/YIC0U.png"" alt=""enter image description here""></a></p>
"
1032558,33990320,5501675.0,2015-11-30T01:46:46Z,,1,thread const error C++,"<p>Could anyone please tell me why this code is producing an error?</p>

<pre><code>#include &lt;iostream&gt;
#include &lt;map&gt;
#include &lt;vector&gt;
#include &lt;thread&gt;
#include &lt;mutex&gt;
#include &lt;stdexcept&gt;
using namespace std;

void thread_func(const std::map&lt;string, int&gt;&amp; shared) {
    for (int i = 0; i &lt; 10000; ++i) {
        if (shared[""what""] != 2 || shared[""when""] != 4) {
            throw std::logic_error(""not read safe"");
        }
    }
}

int main() {
    std::map&lt;string, int&gt; shared;
    shared[""what""] = 2;
    shared[""when""] = 4;

    vector&lt;thread&gt; threads;
    for (int i = 0; i &lt; 100; ++i) {
        threads.push_back(thread(thread_func, shared));
    }

    for (auto&amp; th : threads) {
        th.join();
    }

    return 0;
}
</code></pre>

<p>This produces the following error</p>

<pre><code>error: passing âconst std::map&lt;std::basic_string&lt;char&gt;, int&gt;â as âthisâ argument of âstd::map&lt;_Key, _Tp, _Compare, _Alloc&gt;::mapped_type&amp; std::map&lt;_Key, _Tp, _Compare, _Alloc&gt;::operator[](std::map&lt;_Key, _Tp, _Compare, _Alloc&gt;::key_type&amp;&amp;) [with _Key = std::basic_string&lt;char&gt;; _Tp = int; _Compare = std::less&lt;std::basic_string&lt;char&gt; &gt;; _Alloc = std::allocator&lt;std::pair&lt;const std::basic_string&lt;char&gt;, int&gt; &gt;; std::map&lt;_Key, _Tp, _Compare, _Alloc&gt;::mapped_type = int; std::map&lt;_Key, _Tp, _Compare, _Alloc&gt;::key_type = std::basic_string&lt;char&gt;]â discards qualifiers [-fpermissive]
         if (shared[""what""] != 2 || shared[""when""] != 4) {
</code></pre>

<p>Could someone please guide me in the right direction with this?</p>

<p>Thanks</p>
"
119365,4866970,490144.0,2011-02-01T19:17:23Z,,0,is there a way in hudson or with any plugins to archive artifacts from the last X number of successful builds?,"<p>i see options to either only archive artifacts from all builds, or only the artifacts from the last successful build. is there any way or with a plugin to say archive the artifacts from the last 10 successful builds?</p>

<p>thanks</p>
"
247620,9206290,1194352.0,2012-02-09T06:18:52Z,,0,how to show two web pages in one window without frames,"<p>I want to show a web page within another web web in asp.net. I have a page named <code>home.aspx</code> and a page name <code>add.aspx</code> how can i do this.</p>
"
