,Id,OwnerUserId,CreationDate,ParentId,Score,Body
523155,9207759,159270.0,2012-02-09T08:52:05Z,9206290,0,"<p>Use iframes. Pleace for example this code inside the homep.aspx. This is only the idea, find how to show it with out border and with out scrool bars, and also how to fit it in place.</p>

<pre><code>&lt;iframe src=""add.aspx""&gt;&lt;/iframe&gt;
</code></pre>

<p><a href=""http://www.w3schools.com/tags/tag_iframe.asp"" rel=""nofollow"">http://www.w3schools.com/tags/tag_iframe.asp</a><br>
<a href=""http://htmlhelp.com/reference/html40/special/iframe.html"" rel=""nofollow"">http://htmlhelp.com/reference/html40/special/iframe.html</a></p>

<h2>ajax and iframe</h2>

<p>Use ajax if you have some informations only to show. Use iframe if you also need independend post backs that enters data.</p>

<p>ajax is better if you care to have only one page, not working with out javascript, and maybe you need to add more ajax to make more thinks with the data that you get.</p>

<p>iframe is fast, but 'dirty' because is not seo friendly, a user can open content from iframe alone, etc.</p>
"
300259,5186745,384838.0,2011-03-03T21:26:11Z,5186470,1,"<p>That looks right at first glance. </p>

<p>How are you determining that it is ""off""?. Have you accounted for the registration point on ""tank""? Is it off consistently in the same vectors or is it random? I don't suppose that you have the swf posted on the web somewhere?</p>
"
1416649,27262420,78561.0,2014-12-03T02:02:20Z,16207840,0,"<p>You can get the c# binding for GTK3 from:</p>

<p><a href=""https://github.com/mono/gtk-sharp/releases"" rel=""nofollow"">https://github.com/mono/gtk-sharp/releases</a></p>

<p>This includes a windows installer.</p>

<p>These bindings are pre release and are versioned as Gtk# 2.99.3</p>

<p>My understanding is that the version will change to 3.0 when it is released as stable.</p>
"
937037,17247633,1917782.0,2013-06-22T05:32:20Z,17247600,0,"<p>Why You not added <code>UINavigationController</code> To <strong>""A""</strong> ?? It is more better and Easy then your Logic.</p>

<p>Just Follow my code.</p>

<pre><code>- (BOOL)application:(UIApplication *)application didFinishLaunchingWithOptions:(NSDictionary *)launchOptions
{
    self.window = [[UIWindow alloc] initWithFrame:[[UIScreen mainScreen] bounds]];
    // Override point for customization after application launch.

    self.AViewController = [[AViewController alloc] init];
    self.navCon = [[UINavigationController alloc] initWithRootViewController:self.AViewController];
    self.window.rootViewController = self.navCon;

    [self.window makeKeyAndVisible];
    return YES;
}
</code></pre>
"
937048,17247894,1709337.0,2013-06-22T06:14:22Z,17247600,1,"<p>If ""A presents B"" by presentViewController:animated:completion: then you can back to A by something like this:</p>

<pre><code>- (void) back: (id)sender
{
  [[self presentingViewController] dismissViewControllerAnimated:YES completion:nil];
}
</code></pre>
"
1629409,31803593,4873300.0,2015-08-04T07:51:53Z,31794470,0,"<p>Have you tried this?</p>

<pre><code>&lt;blueprint 
xmlns:ext=""http://aries.apache.org/blueprint/xmlns/blueprint-ext/v1.0.0"" 
...&gt; 

   &lt;!-- Load system property --&gt; 
   &lt;ext:property-placeholder /&gt; 

   &lt;bean ...&gt;&lt;property name=""foobar"" value=""${foobar}""/&gt;&lt;/bean&gt; 

&lt;/blueprint&gt; 
</code></pre>

<p>I've found it here: <a href=""http://karaf.922171.n3.nabble.com/Get-environment-variable-td4025807.html"" rel=""nofollow"">http://karaf.922171.n3.nabble.com/Get-environment-variable-td4025807.html</a></p>
"
1630079,31818021,736643.0,2015-08-04T19:50:23Z,31794470,0,"<p>You can access to karaf enviroment vars using karaf.[something], but in camel you can access using KARAF_[SOMETHING]</p>

<p>Thanks Claus Ibsen for pointing the differences in the scopes...</p>

<p>nevertheless, this camel/osgi thing is really weird...It is hard to tame... </p>
"
1019001,18900865,1783413.0,2013-09-19T17:03:57Z,18900720,10,"<p>You can view the downloaded web fonts using the Network tab:</p>

<p><a href=""http://i.stack.imgur.com/Bnq4c.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/Bnq4c.png"" alt=""Google Chrome Network tab showing downloaded web fonts""></a></p>
"
1019007,18900956,175063.0,2013-09-19T17:09:05Z,18900720,0,"<p>Is this what you are looking for?</p>

<p><img src=""http://i.stack.imgur.com/UHrnA.png"" alt=""enter image description here""></p>
"
721600,12960177,1588648.0,2012-10-18T17:17:12Z,12959950,1,"<p>Using jQuery you can do it this way:</p>

<p>HTML</p>

<pre><code>&lt;input type=""text"" id=""output"" /&gt;

&lt;ul class=""buttons""&gt;
    &lt;li&gt;&lt;a data-value=""1""&gt;1&lt;/a&gt;&lt;/li&gt;
    &lt;li&gt;&lt;a data-value=""2""&gt;2&lt;/a&gt;&lt;/li&gt;
    &lt;li&gt;&lt;a data-value=""3""&gt;3&lt;/a&gt;&lt;/li&gt;
    &lt;li&gt;&lt;a data-value=""4""&gt;4&lt;/a&gt;&lt;/li&gt;
    &lt;li&gt;&lt;a data-value=""5""&gt;5&lt;/a&gt;&lt;/li&gt;
    &lt;li&gt;&lt;a data-value=""6""&gt;6&lt;/a&gt;&lt;/li&gt;
    &lt;li&gt;&lt;a data-value=""7""&gt;7&lt;/a&gt;&lt;/li&gt;
    &lt;li&gt;&lt;a data-value=""8""&gt;8&lt;/a&gt;&lt;/li&gt;
    &lt;li&gt;&lt;a data-value=""9""&gt;9&lt;/a&gt;&lt;/li&gt;
&lt;/ul&gt;
</code></pre>

<p>CSS</p>

<pre><code>#output { font-size:1.6em; }

ul.buttons {
    max-width: 300px;
}
ul.buttons li {
    background: #eee;
    float: left;
    margin: 1% 1% 0 0;
    width: 30%;
}
ul.buttons li a {
    cursor: pointer;
    display: block;
    height: 2em;
    line-height: 2em;
    text-align: center;
}
</code></pre>

<p>JavaScript</p>

<pre><code>$( document ).ready( function () {

    var $output = $( '#output' )

    $( 'ul.buttons a' ).unbind( 'click' ).bind( 'click', function () {

        var value = $( this ).attr( 'data-value' );
        $output.val( $output.val() + value );

    } );

} );
</code></pre>

<p>Fiddle: <a href=""http://jsfiddle.net/kboucher/wJ9R8/"" rel=""nofollow"">http://jsfiddle.net/kboucher/wJ9R8/</a></p>
"
504431,8867941,1121249.0,2012-01-15T06:21:05Z,8867920,-2,"<p>I think this can be achieved by alias directive</p>

<pre><code>Alias / /physical/path/to/file/apps/view/home.php
</code></pre>
"
504433,8867979,586820.0,2012-01-15T06:29:52Z,8867920,1,"<p>maybe this in htaccess?</p>

<pre><code>redirect 301 / http://localhost/app/view/home.php
</code></pre>
"
1720008,33742783,3506946.0,2015-11-16T19:10:56Z,33742420,4,"<p>You are getting <code>java.lang.IllegalArgumentException: Can only use lower 8 bits for requestCode</code> Error because you are using <code>-1(PackageManager.PERMISSION_DENIED)</code> as <code>requestCode</code> for <code>requestPermissions</code> method.</p>

<p>To make it work use any <code>requestCode</code> between <strong>1</strong> to <strong>255</strong>.</p>

<pre><code>public final int got_camera = 24;
</code></pre>
"
1211900,22844580,1689624.0,2014-04-03T17:16:07Z,22844450,1,"<pre><code>grep ""KING KING"" &lt;your file&gt; | tail -n 1
</code></pre>

<p>You said you only wanted the most recent line containing KING KING. You can use tail -n 1 to grab just the last one, which is the most recent one assuming your file appends, not prepends, lines.</p>

<p>If it prepends you can use <code>head</code> instead.</p>

<p>EDIT:</p>

<p>If you would like to look at the potentially new KING KING lines that may come in as your original log updates, you can use <code>tail -f</code> instead up there. </p>

<p>Otherwise, if you want just the latest one but you want it to update, you're going to have to keep polling it over and over. </p>

<p>Example:</p>

<pre><code>while true
do
    grep ""KING KING"" &lt;your file&gt; | grep -vf &lt;your temporary file&gt;
    grep ""KING KING"" &lt;your file&gt; &gt; &lt;your temporary file&gt;
    sleep 2
done
</code></pre>

<p>That's just off the top of my head. It might need some tweaks but I don't have access to a terminal right now. Also, you don't need to rewrite temp file every time, and you can use <code>cat</code> to just append to the end of your temp file but I'll leave it to you to work that one out though. :)</p>
"
1211919,22844865,1364218.0,2014-04-03T17:30:29Z,22844450,1,"<p>You could keep a temporary file with the day's previous matches in:</p>

<pre><code>touch matches.txt
grep ""KING KING"" output.log | grep -vFf matches.txt | tee -a matches.txt
</code></pre>

<p>This will filter out any previous matches stored in <code>matches.txt</code>, and also appends the new matches to that file. You will need to empty this at midnight, presumably.</p>
"
670096,11961434,,2012-08-14T21:58:09Z,11961410,5,"<p>The object is not what is expected. Consider:</p>

<pre><code>k = [['a'], ['ab'], ['abc']];
a = k[2]    // -&gt; ['abc']
a.length    // -&gt; 1 (length of array)
b = k[2][0] // -&gt; 'abc'
b.length    // -&gt; 3 (length of string)
</code></pre>
"
670097,11961443,251760.0,2012-08-14T21:59:08Z,11961410,1,"<p>In your example, <code>k</code> is not a normal array containing strings. It contains sub-arrays, which contain the strings. You should declare <code>k</code> this way:</p>

<pre><code>k = ['a', 'ab', 'abc'];
</code></pre>

<p>If you do want to use your own declaration, you could do this:</p>

<pre><code>alert(k[2][0].length);â
</code></pre>
"
1007871,18673984,1353158.0,2013-09-07T13:48:43Z,18673900,1,"<p>Try putting your image into a container like so:</p>

<p>HTML:</p>

<pre><code>&lt;div&gt;
    &lt;img src=""http://www.testimoniesofheavenandhell.com/Animal-Pictures/wp-content/uploads/2013/04/Dog-Animal-Picture-Siberian-Husky-Puppy-HD-Wallpaper.jpg"" /&gt;
&lt;/div&gt;
</code></pre>

<p>CSS:</p>

<pre><code>div
{
    width: 200px;
    height: 200px;
    overflow: hidden;
}

div &gt; img
{
    width: 300px;
}
</code></pre>

<p>Here's a <a href=""http://jsfiddle.net/J7a5R/4/"" rel=""nofollow"">fiddle</a>.</p>
"
1007881,18674081,1777417.0,2013-09-07T14:01:30Z,18673900,0,"<pre><code>&lt;div style=""specify your dimension:overflow:hidden""&gt;
    &lt;div style=""margin-top:-50px""&gt;
       &lt;img ...  /&gt;
    &lt;/div&gt;
&lt;/div&gt;
</code></pre>

<p>The above will crop 50px from the top of the image.  You may want to compute to come up wit a top margin that will fit your requirements based on the dimension of the image.</p>

<p>To crop from the bottom simply specify the height of the outer div and remove the inner div.  Apply the same principle to crop from the sides.</p>
"
1007887,18674139,2084581.0,2013-09-07T14:08:20Z,18673900,1,"<p><code>clip</code> property with <code>position</code> may help you</p>

<pre><code>a{
position:absolute;
clip:rect(0px,200px,200px,0px);
}

a img{
position:relative;
left:-50%;
top:-50%;
 }
</code></pre>

<p><strong><a href=""http://jsfiddle.net/A8wwm/4/"" rel=""nofollow"">WORKING FIDDLE</a></strong></p>
"
1007888,18674144,1947677.0,2013-09-07T14:08:49Z,18673900,59,"<p><a href=""http://jsfiddle.net/itay1989/J7a5R/10/""><strong>jsFiddle Demo</strong></a></p>

<pre><code>div
{
    width: 200px;
    height: 200px;
    overflow: hidden;
    margin: 10px;
    position: relative;
}
img {
    position: absolute;
    margin: auto; 
    min-height: 100%;
    min-width: 100%;

    /* For the following settings we set 100%, but it can be higher if needed 
    See the answer's update */
    left: -100%;
    right: -100%;
    top: -100%;
    bottom: -100%;
}
</code></pre>

<hr>

<h1>Update - Improvement</h1>

<p>As <a href=""http://stackoverflow.com/users/87015/salman-a"">Salman A</a> mentioned in the comments, the original solution has a flaw - it doesn't work well if the <em>img</em>'s height or width (or both) are (at least) 3 times* larger than the containing <em>div</em>. </p>

<p>The problem is shown <a href=""http://jsfiddle.net/itay1989/J7a5R/768/"">here</a>.</p>

<p>Salman also gave a really simple and elegant fix. We just need to update the <em>img</em>'s position coordinates (top, left, bottom, right) to work with higher percents. The following fix works with <em>1000%</em>, but of course you can adjust it according to your needs.</p>

<p>The fix is shown <a href=""http://jsfiddle.net/itay1989/J7a5R/769/"">here</a>.</p>

<p><a href=""http://i.stack.imgur.com/AQOyv.jpg""><img src=""http://i.stack.imgur.com/AQOyv.jpg"" alt=""Before and after the fix""></a></p>

<p>* The reason is that when we set the <em>img</em>'s <em>left</em> and <em>right</em> (or: <em>top</em> and <em>bottom</em>) coordinates to be <em>-100%</em> (of the containing <em>div</em>), the overall allowed <em>width</em> (or: <em>height</em>) of the <em>img</em>, can be at most <em>300%</em> of the containing <em>div</em>'s <em>width</em> (or: <em>height</em>), because it's the sum of the <em>div</em>'s width (or: <em>height</em>) and the <em>left</em> and <em>right</em> (or: <em>top</em> and <em>bottom</em>) coordinates.</p>
"
1180393,22191883,3382460.0,2014-03-05T08:02:19Z,18673900,13,"<pre><code>&lt;div&gt;
    &lt;img class=""crop"" src=""http://lorempixel.com/500/200""/&gt;
&lt;/div&gt;

&lt;img src=""http://lorempixel.com/500/200""/&gt;




div {
    width: 200px;
    height: 200px;
    overflow: hidden;
    margin: 10px;
    position: relative;
}
.crop {
    position: absolute;
    left: -100%;
    right: -100%;
    top: -100%;
    bottom: -100%;
    margin: auto; 
    height: auto;
    width: auto;
}
</code></pre>

<p><a href=""http://jsfiddle.net/J7a5R/56/"">http://jsfiddle.net/J7a5R/56/</a></p>
"
1324476,25259954,3638199.0,2014-08-12T08:49:06Z,18673900,1,"<p>HTML:</p>

<pre><code>&lt;div class=""thumbnail""&gt;
&lt;/div&gt;
</code></pre>

<p>CSS:</p>

<pre><code>.thumbnail { 
background: url(image.jpg) 50% 50% no-repeat; /* 50% 50% centers image in div */
width: 250px;
height: 250px;
}
</code></pre>
"
1635809,31943908,1025702.0,2015-08-11T13:59:28Z,18673900,1,"<p>With the caveat of it not working in IE and some older mobile browsers, a simple <code>object-fit: cover;</code> is often the best option.</p>

<pre><code>.cropper
  width: 100px;
  height: 100px;
  position: relative;
  overflow: hidden;
.cropper img
  position: absolute;
  width: 100%;
  height: 100%;
  object-fit: cover;
</code></pre>

<p>Without the <code>object-fit: cover</code> support, the image will be stretched oddly to fit the box so, if support for IE is needed, I'd recommend using one of the other answers' approach with <code>-100%</code> top, left, right and bottom values as a fallback.</p>

<p><a href=""http://caniuse.com/#feat=object-fit"" rel=""nofollow"">http://caniuse.com/#feat=object-fit</a></p>
"
1781617,35063374,1727929.0,2016-01-28T13:52:25Z,18673900,5,"<p><code>object-fit</code> property does the magic. On <a href=""https://jsfiddle.net/dnk7oc6u/1/"">JsFiddle</a></p>

<p><strong>CSS</strong></p>

<pre><code>.image {
  width: 160px;
  height: 160px;
}
.object-fit_fill {
  object-fit: fill
}

.object-fit_contain {
  object-fit: contain
}

.object-fit_cover {
  object-fit: cover
}

.object-fit_none {
  object-fit: none
}

.object-fit_scale-down {
  object-fit: scale-down
}
</code></pre>

<p><strong>HTML</strong></p>

<pre><code>&lt;div class=""original-image""&gt;
  &lt;p&gt;original image&lt;/p&gt;
  &lt;img src=""http://lorempixel.com/500/200""&gt;
&lt;/div&gt;

&lt;div class=""image""&gt;
  &lt;p&gt;object-fit: fill&lt;/p&gt;
  &lt;img class=""object-fit_fill"" src=""http://lorempixel.com/500/200""&gt;
&lt;/div&gt;

&lt;div class=""image""&gt;
  &lt;p&gt;object-fit: contain&lt;/p&gt;
  &lt;img class=""object-fit_contain"" src=""http://lorempixel.com/500/200""&gt;
&lt;/div&gt;

&lt;div class=""image""&gt;
  &lt;p&gt;object-fit: cover&lt;/p&gt;
  &lt;img class=""object-fit_cover"" src=""http://lorempixel.com/500/200""&gt;
&lt;/div&gt;

&lt;div class=""image""&gt;
  &lt;p&gt;object-fit: none&lt;/p&gt;
  &lt;img class=""object-fit_none"" src=""http://lorempixel.com/500/200""&gt;
&lt;/div&gt;

&lt;div class=""image""&gt;
  &lt;p&gt;object-fit: scale-down&lt;/p&gt;
  &lt;img class=""object-fit_scale-down"" src=""http://lorempixel.com/500/200""&gt;
&lt;/div&gt;
</code></pre>

<p><strong>Result</strong></p>

<p><a href=""http://i.stack.imgur.com/HCG3I.png""><img src=""http://i.stack.imgur.com/HCG3I.png"" alt=""enter image description here""></a></p>
"
30083,548099,10492.0,2009-02-13T23:28:17Z,548090,16,"<p>The big thing about SP_EXECUTESQL is that it allows you to create parameterized queries which is very good if you care about SQL injection.</p>
"
30084,548103,16076.0,2009-02-13T23:29:49Z,548090,69,"<p><code>sp_executesql</code> is more likely to promote query plan reuse. When using <code>sp_executesql</code>, parameters are explicitly identified in the calling signature. This excellent article descibes this <a href=""http://technet.microsoft.com/en-au/library/cc966425.aspx"">process</a>.</p>

<p>The oft cited reference for many aspects of dynamic sql is Erland Sommarskog's must read: ""<a href=""http://www.sommarskog.se/dynamic_sql.html"">The Curse and Blessings of Dynamic SQL</a>"".</p>
"
746817,13452985,1835648.0,2012-11-19T11:37:45Z,548090,-3,"<ol>
<li>Declare the variable </li>
<li>Set it by your command and add dynamic parts like use parameter values of sp(here @IsMonday and @IsTuesday are sp params) </li>
<li><p>execute the command </p>

<pre><code>declare  @sql varchar (100)
set @sql ='select * from #td1'

if (@IsMonday+@IsTuesday !='')
begin
set @sql= @sql+' where PickupDay in ('''+@IsMonday+''','''+@IsTuesday+''' )'
end
exec( @sql)
</code></pre></li>
</ol>
"
931814,17144274,379641.0,2013-06-17T09:25:38Z,548090,3,"<p>Microsoft's <a href=""http://msdn.microsoft.com/en-us/library/ms175170%28v=sql.105%29.aspx"" rel=""nofollow"">Using sp_executesql</a> article recommends using <code>sp_executesql</code> instead of <code>execute</code> statement.</p>

<blockquote>
  <p>Because this stored procedure supports <strong>parameter substitution</strong>,
  sp_executesql is more versatile than EXECUTE; and because
  sp_executesql generates execution plans that are more likely to be
  reused by SQL Server, sp_executesql is <strong>more efficient</strong> than EXECUTE.</p>
</blockquote>

<p>So, the take away: <strong>Do not use <code>execute</code> statement</strong>. Use <code>sp_executesql</code>.</p>
"
1118932,20949585,1921765.0,2014-01-06T12:00:18Z,548090,1,"<p>I would always use sp_executesql these days, all it really is is a wrapper for EXEC which handles parameters &amp; variables.</p>

<p>However do not forget about OPTION RECOMPILE when tuning queries on very large databases, especially where you have data spanned over more than one database and are using a CONSTRAINT to limit index scans.</p>

<p>Unless you use OPTION RECOMPILE, SQL server will attempt to create a ""one size fits all"" execution plan for your query, and will run a full index scan each time it is run. </p>

<p>This is much less efficient than a seek, and means it is potentially scanning entire indexes which are constrained to ranges which you are not even querying :@</p>
"
1476360,28552065,1128290.0,2015-02-16T23:20:10Z,28551810,1,"<p>I think your model is missing the <code>idAttribute</code>.</p>

<pre><code>define([
    'underscore',
    'handlebars',
    'backbone'
], function(_, Handlebars, Backbone){

    var ClientModel = Backbone.Model.extend({

        idAttribute: 'ID',

        defaults: {
            'ID' : '',
            'name' : '',
            'birthdate' : '',
            'email' : ''
        }
    });
});
</code></pre>

<p>By default, Backbone will look for a property name of lowercase <code>id</code> to uniquely identify each of your models unless you specifically tell it otherwise.</p>
"
1795765,35373137,2695387.0,2016-02-12T22:16:29Z,35372850,0,"<p>You're trying to access to <code>request.response</code> before it has been set, remember that Alamofire works <strong>asynchronously</strong>, so you have to return in your case the JSON using closures, but remember that Alamofire also returns an error, so I strongly recommend use the following code instead:</p>

<pre><code>func getJSON(URLToRequest: String, completionHandler: (inner: () throws -&gt; JSON?) -&gt; ()) {

   let comp:String = (prefs.valueForKey(""COMPANY"") as? String)!
   let params = [""company"":comp]

   let request = Alamofire.request(.POST, URLToRequest, parameters: params).responseJSON {
    response in

    // JSON to return
    var json : JSON?

    switch response.result {
    case .Success:

        if let value = response.result.value {
            json = JSON(value)
        }

        completionHandler(inner: { return json })

    case .Failure(let error):
        completionHandler(inner: { throw error })
    }
} 
</code></pre>

<p>The trick is that the <code>getJSON</code> function takes an additional closure called <code>'inner'</code> of the type <code>() throws -&gt; JSON?</code>. This closure will either provide the result of the computation, or it will throw. The closure itself is being constructed during the computation by one of two means: </p>

<ul>
<li>In case of an error: <code>inner: {throw error}</code></li>
<li>In case of success: <code>inner: {return json}</code></li>
</ul>

<p>And then you can call it like in this way:</p>

<pre><code>self.getJSON(""urlTORequest"") { (inner: () throws -&gt; JSON?) -&gt; Void in
  do {
     let result = try inner()
  } catch let error {
     print(error)
  }
}
</code></pre>

<p>I hope this help you.</p>
"
361589,6275105,778990.0,2011-06-08T06:43:59Z,6274960,0,"<p>Use polymorphism.</p>

<pre><code>enum Foo {
    VALUE1 {
        @Override public void someMethod() {...}
    },
    VALUE2 {
        @Override public void someMethod() {...}
    },
    VALUE 3 {
        @Override public void someMethod() {...}
    };

    public abstract void someMethod();

}
</code></pre>
"
341459,5916105,230513.0,2011-05-06T19:26:01Z,5915910,5,"<p>Just use a <a href=""http://www.adaic.org/resources/add_content/standards/05rm/html/RM-3-5-4.html"" rel=""nofollow"">modular type</a>, for which the operators do unsigned arithmetic.</p>

<pre><code>type Word is mod 2 ** 16; for Word'Size use 16;
</code></pre>

<p>Addendum: For modular types, the predefined <a href=""http://www.adaic.org/resources/add_content/standards/05rm/html/RM-4-5-1.html#I2594"" rel=""nofollow"">logical operators</a> operate on a bit-by-bit basis. Moreover, ""the <a href=""http://www.adaic.org/resources/add_content/standards/05rm/html/RM-4-5-3.html#I2652"" rel=""nofollow"">binary adding operators + and â</a> on modular types include a final reduction modulo the modulus if the result is outside the base range of the type."" The <a href=""http://www.adapower.com/index.php?Command=Class&amp;ClassID=Algorithms&amp;CID=254"" rel=""nofollow""><code>function Update_Crc</code></a> is an example.</p>

<p>Addendum: <a href=""http://www.adaic.org/resources/add_content/standards/05rm/html/RM-3-5-4.html"" rel=""nofollow"">Â§3.5.4 Integer Types, Â¶19</a> notes that for modular types, the results of the <a href=""http://www.adaic.org/resources/add_content/standards/05rm/html/RM-4-5.html"" rel=""nofollow"">predefined operators</a> are reduced modulo the modulus, including the <a href=""http://www.adaic.org/resources/add_content/standards/05rm/html/RM-4-5-3.html#I2652"" rel=""nofollow"">binary adding operators + and â</a>. Also, the shift functions in <a href=""http://www.adaic.org/resources/add_content/standards/05rm/html/RM-B-2.html"" rel=""nofollow"">Â§B.2 The Package Interfaces</a> are available for modular types. Taken together, the arithmetical, logical and shift capabilities are sufficient for most bitwise operations. </p>
"
1283426,24377821,2869218.0,2014-06-24T03:17:31Z,24373670,2,"<p>To answer your question, basically we need to find where is <code>page/html/head.phtml</code> file is defined. Answer is in layout files, more specifically in <code>page.xml</code>. Location is :<code>app/design/frontend/&lt;your_package&gt;/&lt;your_theme&gt;/layout/page.xml</code>. Inside that file, under the handle <code>&lt;default&gt;</code>, you can see</p>

<pre><code>&lt;default translate=""label"" module=""page""&gt;
    &lt;label&gt;All Pages&lt;/label&gt;
    &lt;block type=""page/html"" name=""root"" output=""toHtml"" template=""page/3columns.phtml""&gt;

        &lt;block type=""page/html_head"" name=""head"" as=""head""&gt;
            &lt;action method=""addJs""&gt;&lt;script&gt;prototype/prototype.js&lt;/script&gt;&lt;/action&gt;
            &lt;action method=""addJs""&gt;&lt;script&gt;lib/ccard.js&lt;/script&gt;&lt;/action&gt;
            &lt;action method=""addJs""&gt;&lt;script&gt;prototype/validation.js&lt;/script&gt;&lt;/action&gt;
            &lt;action method=""addJs""&gt;&lt;script&gt;scriptaculous/builder.js&lt;/script&gt;&lt;/action&gt;
            -------
        &lt;/block&gt;
         ---------
    &lt;/block&gt;
&lt;/default&gt;
</code></pre>

<p>Where</p>

<ul>
<li><p><code>&lt;default&gt;</code> is known as layout handler. Blocks that comes under this
handler will show in every page in magento.</p></li>
<li><p>block <code>page/html</code> is your root block. It is the parent block of all other blocks. There should be only one root block per page. You can reference this block using its name <code>root</code> in your custom layout files, in order to alter anything inside this block.</p></li>
<li><p>block <code>page/html_head</code> is the block which is referenced in your question. This block is use to hold the <code>&lt;head /&gt;</code> section of your page (in terms of html tree). You can see that magento loads some of its core javascripts and css inside this block. </p></li>
</ul>

<p>But <code>page/html_head</code> is not set with any template as you already see. Then how <code>page/html/head.phtml</code> came to the seen ??? It should set somewhere in magento. So let us go the backend side of this block, where all of its block methods are defined. The file location is <code>app/code/core/Mage/Page/Block/Html/Head.php</code>. Yes we found out it.</p>

<pre><code>class Mage_Page_Block_Html_Head extends Mage_Core_Block_Template
{
/**
 * Initialize template
 *
 */
protected function _construct()
{
    $this-&gt;setTemplate('page/html/head.phtml');
}
 ------
}
</code></pre>

<p>So Magento set template for <code>page/html_head</code> block here, through <code>_construct()</code> method. Change it to your template location </p>

<pre><code> protected function _construct()
 {
    $this-&gt;setTemplate('app/design/frontend/default/customPackage/template/catalog/html/head.phtml');
 }
</code></pre>

<p>It will now set location of <code>page/html_head</code> block to your custom template file.</p>

<p>If you want to the block file is also untouched, you can rewrite this block file using your own module. In your config.xml file, you should use this </p>

<pre><code>&lt;config&gt;
    &lt;global&gt;
        &lt;blocks&gt;
            &lt;page&gt;
                &lt;rewrite&gt;
                    &lt;html_head&gt;Namespace_Modulename_Block_Html_Head&lt;/html_head&gt;
                &lt;/rewrite&gt;
            &lt;/page&gt;
        &lt;/blocks&gt;
    &lt;/global&gt;
&lt;/config&gt;
</code></pre>

<p>and you should define a block file in <code>app/code/local/Namespace/Moduleame/Block/Html/Head.php</code></p>

<pre><code>&lt;?php
class Namespace_Modulename_Block_Html_Head extends Mage_Page_Block_Html_Head 
{
     protected function _construct()
     {
        $this-&gt;setTemplate('app/design/frontend/default/customPackage/template/catalog/html/head.phtml');
     }
}
</code></pre>

<p>This way core files are untouched and still you can alter the template path.</p>
"
1905602,37767508,6160119.0,2016-06-11T19:01:11Z,37767110,2,"<p>For this particular example, the following code would do the trick:</p>

<pre><code>result = A*b[:, np.newaxis]
</code></pre>

<p>For any value of <code>i</code>, try this:</p>

<pre><code>A2, B = np.broadcast_arrays(A, b)
result = A2*B
</code></pre>
"
903407,16568337,981049.0,2013-05-15T14:52:49Z,16568270,0,"<p>No, it won't get rejected, but to properly future proof your app you should use ""<code>authenticateHandler</code>"" first before you use ""<code>authenticateWithCompletionHandler</code>"".</p>

<p>Best way to do this is to use ""<code>respondsToSelector:</code>"" for ""<code>authenticateHandler</code>"" (which I think should work on a property's accessor).</p>
"
520721,9165349,206881.0,2012-02-06T18:39:34Z,9165120,2,"<p>Put the routes you don't want to match before that one (it will stop at the first matched route):</p>

<pre><code>$route['create(/.*)?'] = ""create$1"";
$route['forum(/.*)?']  = ""forum$1"";
$route['(^[A-Za-z][A-Za-z0-9]{3,20}+$)'] = ""users/index"";
</code></pre>
"
520747,9165720,268273.0,2012-02-06T19:05:57Z,9165120,1,"<p>Hmm, this is the closest I can get:</p>

<pre><code>^((?:(?!create|Forum)[A-Za-z0-9]){3,20})$
</code></pre>

<p><a href=""http://rubular.com/r/6wlcag1pj1"" rel=""nofollow"">Example</a></p>

<p>Gotta leave now. Good luck with this!</p>
"
683765,12223981,1327034.0,2012-09-01T00:35:26Z,12223820,2,"<p>I'm not familiar with RestSharp. However, it sounds like generics could help you here. Either your class or method needs to accept a type. For example, the signature of your method would change to </p>

<pre><code>public static IRestResponse Update&lt;T&gt;(object objectToUpdate,string apiEndPoint)
</code></pre>

<p>This would allow you to call the method as:</p>

<pre><code>Update&lt;MyViewModel&gt;(objectToUpdate, apiEndPoint);
</code></pre>

<p>Your implementation would change from your concrete type to:</p>

<pre><code>var response = client.Execute&lt;T&gt;(request);
</code></pre>

<p>Overall you could modify your code to something like this:</p>

<pre><code> public static IRestResponse Update&lt;T&gt;(object objectToUpdate,string apiEndPoint)
{
    var client = new RestClient(CreateBaseUrl(null))
    {
        Authenticator = new HttpBasicAuthenticator(""user"", ""Password1"")
    };
    var request = new RestRequest(apiEndPoint, Method.PUT);
    request.AddObject(objectToUpdate);
    var response = client.Execute&lt;T&gt;(request);
    //var response = client.ExecuteDynamic(request);
    return response;
}
</code></pre>

<p>Documentation on C# Generics can be found here: <a href=""http://msdn.microsoft.com/en-us/library/ms379564(v=vs.80).aspx"" rel=""nofollow"">http://msdn.microsoft.com/en-us/library/ms379564(v=vs.80).aspx</a></p>
"
